,Title
4981,Cousins (1989)
4982,Falling in Love (1984)
4983,Young at Heart (1954)
4984,Slackers (2002)
4985,Birthday Girl (2001)
4986,"Rumor of Angels, A (2000)"
4987,Rare Birds (2001)
4988,Caged Heat (1974)
4989,Carmen Jones (1954)
4990,"Five Heartbeats, The (1991)"
4991,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978)
4992,"Going Places (Valseuses, Les) (1974)"
4993,Honky Tonk Freeway (1981)
4994,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)"
4995,The Man from Acapulco (1973)
4996,Big Fat Liar (2002)
4997,Collateral Damage (2002)
4998,Rollerball (2002)
4999,"Scotland, Pa. (2001)"
5000,Baby's Day Out (1994)
5001,Bright Eyes (1934)
5002,Dimples (1936)
5003,Heidi (1937)
5004,"Man Who Loved Women, The (1983)"
5005,Richard Pryor Here and Now (1983)
5006,Rookie of the Year (1993)
5007,"Sandlot, The (1993)"
5008,Cows (Vacas) (1991)
5009,Don't Look Now (1973)
5010,Crossroads (2002)
5011,Hart's War (2002)
5012,John Q (2002)
5013,Return to Never Land (2002)
5014,Super Troopers (2001)
5015,"Good Son, The (1993)"
5016,Last Orders (2001)
5017,After the Fox (Caccia alla volpe) (1966)
5018,"Bad and the Beautiful, The (1952)"
5019,Cast a Giant Shadow (1966)
5020,Designing Woman (1957)
5021,Funny Lady (1975)
5022,"Heartbreak Kid, The (1972)"
5023,Saturday Night and Sunday Morning (1960)
5024,Sleuth (1972)
5025,Stroszek (1977)
5026,Summer of '42 (1971)
5027,"Touch of Class, A (1973)"
5028,Town Without Pity (1961)
5029,Used Cars (1980)
5030,"Deadly Mantis, The (1957)"
5031,Dragonfly (2002)
5032,Queen of the Damned (2002)
5033,Big Bad Love (2001)
5034,Green Dragon (2001)
5035,How to Kill Your Neighbor's Dog (2000)
5036,"Last Man, The (2000)"
5037,Maryam (2000)
5038,Mean Machine (2001)
5039,Monsoon Wedding (2001)
5040,Wendigo (2001)
5041,Scratch (2001)
5042,State Property (2002)
5043,"Bad News Bears, The (1976)"
5044,"Bad News Bears Go to Japan, The (1978)"
5045,"Bad News Bears in Breaking Training, The (1977)"
5046,"Firemen's Ball, The (Horí, má panenko) (1967)"
5047,"Lone Ranger, The (1956)"
5048,"Lone Ranger and the Lost City of Gold, The (1958)"
5049,Loves of a Blonde (Lásky jedné plavovlásky) (1965)
5050,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
5051,Wild Strawberries (Smultronstället) (1957)
5052,Black Like Me (1964)
5053,Cattle Queen of Montana (1954)
5054,Under the Skin (1997)
5055,40 Days and 40 Nights (2002)
5056,We Were Soldiers (2002)
5057,Trouble Every Day (2001)
5058,"Arena, The (a.k.a. Naked Warriors) (1974)"
5059,"Big Bird Cage, The (1972)"
5060,"Big Doll House, The (1971)"
5061,"Church, The (Chiesa, La) (1989)"
5062,Cross Creek (1983)
5063,Ferngully: The Last Rainforest (1992)
5064,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980)
5065,Intersection (1994)
5066,"Jo Jo Dancer, Your Life is Calling (1986)"
5067,Stage Fright (Deliria) (1987)
5068,"Troll in Central Park, A (1994)"
5069,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)
5070,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)"
5071,My Favorite Brunette (1947)
5072,Royal Wedding (1951)
5073,Scarlet Street (1945)
5074,All About the Benjamins (2002)
5075,"Time Machine, The (2002)"
5076,Full Frontal (2002)
5077,Divorcing Jack (1998)
5078,"Field, The (1990)"
5079,Hidden Agenda (1990)
5080,Luminarias (2000)
5081,"Magnificent Ambersons, The (1942)"
5082,Fun (1994)
5083,Gloria (1980)
5084,"Great Rock 'n' Roll Swindle, The (1980)"
5085,Hangar 18 (1980)
5086,Hawk the Slayer (1980)
5087,He Knows You're Alone (a.k.a. Blood Wedding) (1980)
5088,Heaven's Gate (1980)
5089,Hero at Large (1980)
5090,Honeysuckle Rose (a.k.a. On the Road Again) (1980)
5091,Hopscotch (1980)
5092,How to Beat the High Cost of Living (1980)
5093,Humanoids from the Deep (1980)
5094,Inside Moves (1980)
5095,"Island, The (1980)"
5096,"Jazz Singer, The (1980)"
5097,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980)
5098,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)"
5099,Lion of the Desert (1980)
5100,Little Darlings (1980)
5101,"Long Good Friday, The (1980)"
5102,"Long Riders, The (1980)"
5103,"Man Who Saw Tomorrow, The (1980)"
5104,Eaten Alive (Mangiati Vivi) (1980)
5105,Mon oncle d'Amérique (1980)
5106,"Monster Club, The (1980)"
5107,Death Watch (La Mort en Direct) (1980)
5108,Motel Hell (1980)
5109,Mother's Day (1980)
5110,"Mountain Men, The (1980)"
5111,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)"
5112,Ffolkes (1979)
5113,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)"
5114,"Nude Bomb, The (1980)"
5115,"Octagon, The (1980)"
5116,"Oh, God! Book II (1980)"
5117,"Oh, God! (1977)"
5118,"Oh, Heavenly Dog! (1980)"
5119,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)"
5120,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980)
5121,Ice Age (2002)
5122,Resident Evil (2002)
5123,Showtime (2002)
5124,Harrison's Flowers (2000)
5125,Kissing Jessica Stein (2001)
5126,Pauline & Paulette (Pauline en Paulette) (2001)
5127,Promises (2001)
5128,And Your Mother Too (Y tu mamá también) (2001)
5129,All the Right Moves (1983)
5130,Barabbas (1961)
5131,"Ghost Breakers, The (1940)"
5132,I Think I Do (1997)
5133,"Paleface, The (1948)"
5134,Road to Morocco (1942)
5135,Road to Singapore (1940)
5136,Road to Utopia (1946)
5137,Road to Zanzibar (1941)
5138,Split Second (1992)
5139,"Tale of Springtime, A (Conte de Printemps) (1990)"
5140,Taps (1981)
5141,Return of the Secaucus 7 (1980)
5142,Rude Boy (1980)
5143,Running Scared (1980)
5144,Seems Like Old Times (1980)
5145,Serial (1980)
5146,"Young Master, The (Shi di chu ma) (1980)"
5147,Shogun Assassin (1980)
5148,Simon (1980)
5149,Smokey and the Bandit II (1980)
5150,Smokey and the Bandit (1977)
5151,Smokey and the Bandit III (1983)
5152,Spetters (1980)
5153,Stir Crazy (1980)
5154,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)"
5155,Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43) (1980)
5156,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980)
5157,Blade II (2002)
5158,Sorority Boys (2002)
5159,Stolen Summer (2002)
5160,In the Winter Dark (1998)
5161,George Washington (2000)
5162,Homicidal (1961)
5163,"Life is to Whistle (Vida es silbar, La) (1998)"
5164,"Light at the Edge of the World, The (1971)"
5165,Mr. Sardonicus (1961)
5166,Strait-Jacket (1964)
5167,Clockstoppers (2002)
5168,Death to Smoochy (2002)
5169,Panic Room (2002)
5170,"Rookie, The (2002)"
5171,No Such Thing (2001)
5172,"Piano Teacher, The (La pianiste) (2001)"
5173,Teddy Bears' Picnic (2001)
5174,30 Years to Life (2001)
5175,Time Out (L'emploi du temps) (2001)
5176,Very Annie Mary (2001)
5177,Bar Girls (1994)
5178,Boxcar Bertha (1972)
5179,Crimes of Passion (1984)
5180,"Evil That Men Do, The (1984)"
5181,Fraternity Vacation (1985)
5182,Impromptu (1991)
5183,Salmonberries (1991)
5184,"Wrong Guys, The (1988)"
5185,High Crimes (2002)
5186,National Lampoon's Van Wilder (2002)
5187,Crush (2001)
5188,Lucky Break (2001)
5189,"Destinées, Les (Destinées sentimentales, Les) (2000)"
5190,"After Dark, My Sweet (1990)"
5191,"Atomic Cafe, The (1982)"
5192,Body and Soul (1947)
5193,First Men in the Moon (1964)
5194,Rashomon (Rashômon) (1950)
5195,Slap Shot (1977)
5196,Changing Lanes (2002)
5197,Frailty (2001)
5198,New Best Friend (2002)
5199,"Sweetest Thing, The (2002)"
5200,"Cat's Meow, The (2002)"
5201,Human Nature (2001)
5202,My Big Fat Greek Wedding (2002)
5203,3:10 to Yuma (1957)
5204,Bite the Bullet (1975)
5205,Breakout (1975)
5206,Joe Versus the Volcano (1990)
5207,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)"
5208,Return of the Killer Tomatoes! (1988)
5209,Return to Horror High (1987)
5210,Taking Care of Business (1990)
5211,Three Men and a Baby (1987)
5212,Three Men and a Little Lady (1990)
5213,Transylvania 6-5000 (1985)
5214,"Watcher in the Woods, The (1980)"
5215,Murder by Numbers (2002)
5216,"Scorpion King, The (2002)"
5217,Behind the Sun (Abril Despedaçado) (2001)
5218,Chelsea Walls (2001)
5219,Enigma (2001)
5220,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)"
5221,Joshua (2002)
5222,Nine Queens (Nueve reinas) (2000)
5223,Spooky House (2000)
5224,"Triumph of Love, The (2001)"
5225,World Traveler (2001)
5226,Jason X (2002)
5227,Life or Something Like It (2002)
5228,Dogtown and Z-Boyz (2001)
5229,"Frank McKlusky, C.I. (2002)"
5230,In Praise of Love (Éloge de l'amour) (2001)
5231,Rain (2001)
5232,"Salton Sea, The (2002)"
5233,Some Body (2001)
5234,Vulgar (2000)
5235,"Aviator, The (1985)"
5236,Bob le Flambeur (1955)
5237,Cadillac Man (1990)
5238,"Coca-Cola Kid, The (1985)"
5239,Cuba (1979)
5240,Delirious (1991)
5241,Full Moon in Blue Water (1988)
5242,Husbands and Wives (1992)
5243,Joe (1970)
5244,Lenny (1974)
5245,Nomads (1986)
5246,"Temp, The (1993)"
5247,Thief of Hearts (1984)
5248,Triumph of the Spirit (1989)
5249,Wild Orchid (1990)
5250,Deuces Wild (2002)
5251,Hollywood Ending (2002)
5252,Spider-Man (2002)
5253,"Mystic Masseur, The (2001)"
5254,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001)
5255,The Big Sleep (1978)
5256,Butterflies Are Free (1972)
5257,Cactus Flower (1969)
5258,"Cassandra Crossing, The (1976)"
5259,"Giant Spider Invasion, The (1975)"
5260,Iron Will (1994)
5261,Mountains of the Moon (1990)
5262,Rambling Rose (1991)
5263,"Survivors, The (1983)"
5264,White Fang (1991)
5265,White Fang 2: Myth of the White Wolf (1994)
5266,"New Guy, The (2002)"
5267,Unfaithful (2002)
5268,"Lady and the Duke, The (Anglaise et le duc, L') (2001)"
5269,Whore (1991)
5270,My Beautiful Laundrette (1985)
5271,Ballad of a Soldier (Ballada o soldate) (1959)
5272,Big Bad Mama (1974)
5273,Big Bad Mama II (1987)
5274,"Final Darkness, The (Buio Omega) (1979)"
5275,Calamity Jane (1953)
5276,"Cranes Are Flying, The (Letyat zhuravli) (1957)"
5277,Devil Doll (1964)
5278,"Harvey Girls, The (1946)"
5279,"Lady in Red, The (1979)"
5280,About a Boy (2002)
5281,Star Wars: Episode II - Attack of the Clones (2002)
5282,"Believer, The (2001)"
5283,"Importance of Being Earnest, The (2002)"
5284,"Charge of the Light Brigade, The (1968)"
5285,Every Which Way But Loose (1978)
5286,"Hound of the Baskervilles, The (1959)"
5287,I Want to Live! (1958)
5288,"Last Waltz, The (1978)"
5289,"Pride and the Passion, The (1957)"
5290,Enough (2002)
5291,Insomnia (2002)
5292,Spirit: Stallion of the Cimarron (2002)
5293,CQ (2001)
5294,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
5295,Bus Stop (1956)
5296,Cowboy (1958)
5297,Don't Bother to Knock (1952)
5298,"Gambler, The (1974)"
5299,Let's Make Love (1960)
5300,Monkey Business (1952)
5301,Requiem for a Heavyweight (1962)
5302,River of No Return (1954)
5303,"Sum of All Fears, The (2002)"
5304,Undercover Brother (2002)
5305,"Diaries of Vaslav Nijinsky, The (2002)"
5306,"Sleepy Time Gal, The (2001)"
5307,84 Charing Cross Road (1987)
5308,Dakota (1945)
5309,"Desert Rats, The (1953)"
5310,"Bûche, La (1999)"
5311,Nora (2000)
5312,Rapid Fire (1992)
5313,Silent Running (1972)
5314,Summer Holiday (1963)
5315,"Villain, The (1979)"
5316,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980)
5317,Bad Company (2002)
5318,Divine Secrets of the Ya-Ya Sisterhood (2002)
5319,Cherish (2002)
5320,"Fast Runner, The (Atanarjuat) (2001)"
5321,"Bourne Identity, The (2002)"
5322,Scooby-Doo (2002)
5323,Windtalkers (2002)
5324,"Dangerous Lives of Altar Boys, The (2002)"
5325,"Emperor's New Clothes, The (2001)"
5326,Gangster No. 1 (2000)
5327,Harvard Man (2001)
5328,Dark Blue World (Tmavomodrý svet) (2001)
5329,Bad Company (1972)
5330,Caveman (1981)
5331,Cheech & Chong's The Corsican Brothers (1984)
5332,Five Card Stud (a.k.a. 5 Card Stud) (1968)
5333,For a Lost Soldier (Voor een Verloren Soldaat) (1992)
5334,Goin' South (1978)
5335,Hero and the Terror (1988)
5336,Silver Bullet (Stephen King's Silver Bullet) (1985)
5337,"Sorry, Wrong Number (1948)"
5338,Hombre (1967)
5339,"Horse's Mouth, The (1958)"
5340,"Manhattan Project, The (1986)"
5341,Men at Work (1990)
5342,S.O.B. (1981)
5343,She Wore a Yellow Ribbon (1949)
5344,Traces of Red (1992)
5345,V. I. Warshawski (1991)
5346,Juwanna Mann (2002)
5347,Lilo & Stitch (2002)
5348,Minority Report (2002)
5349,Rabbit-Proof Fence (2002)
5350,Sunshine State (2002)
5351,Hey Arnold! The Movie (2002)
5352,Mr. Deeds (2002)
5353,Lovely & Amazing (2001)
5354,Pumpkin (2002)
5355,Look Who's Talking Now (1993)
5356,Lost in Yonkers (1993)
5357,Mo' Money (1992)
5358,"Object of Beauty, The (1991)"
5359,Wagons East (1994)
5360,Zebrahead (1992)
5361,Like Mike (2002)
5362,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
5363,"Powerpuff Girls, The (2002)"
5364,Me Without You (2001)
5365,"Crocodile Hunter: Collision Course, The (2002)"
5366,Reign of Fire (2002)
5367,Road to Perdition (2002)
5368,All About Lily Chou-Chou (Riri Shushu no subete) (2001)
5369,My Wife is an Actress (Ma Femme est une Actrice) (2001)
5370,Never Again (2001)
5371,20 Million Miles to Earth (1957)
5372,Grand Theft Auto (1977)
5373,The Importance of Being Earnest (1952)
5374,Perfect (1985)
5375,1776 (1972)
5376,Fox and His Friends (Faustrecht der Freiheit) (1975)
5377,"Legend of Boggy Creek, The (1972)"
5378,Z (1969)
5379,Halloween: Resurrection (Halloween 8) (2002)
5380,Sex and Lucia (Lucía y el sexo) (2001)
5381,Eight Legged Freaks (2002)
5382,K-19: The Widowmaker (2002)
5383,Stuart Little 2 (2002)
5384,Austin Powers in Goldmember (2002)
5385,"Country Bears, The (2002)"
5386,"Kid Stays in the Picture, The (2002)"
5387,Happy Times (Xingfu shiguang) (2000)
5388,Tadpole (2002)
5389,Who Is Cletis Tout? (2001)
5390,Harry and Walter Go to New York (1976)
5391,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)"
5392,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)
5393,The Big Bus (1976)
5394,"Eddy Duchin Story, The (1956)"
5395,Fathom (1967)
5396,In Like Flint (1967)
5397,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)"
5398,Modesty Blaise (1966)
5399,Ossessione (1943)
5400,Our Man Flint (1965)
5401,Red Beard (Akahige) (1965)
5402,Robin and Marian (1976)
5403,Top Secret! (1984)
5404,"Master of Disguise, The (2002)"
5405,Signs (2002)
5406,"Last Kiss, The (Ultimo bacio, L') (2001)"
5407,Spy Kids 2: The Island of Lost Dreams (2002)
5408,"Good Girl, The (2002)"
5409,Blood Work (2002)
5410,xXx (2002)
5411,24 Hour Party People (2002)
5412,Biggie and Tupac (2002)
5413,"Château, The (2001)"
5414,Pandora's Box (2002)
5415,Secret Ballot (Raye makhfi) (2001)
5416,Martin Lawrence Live: Runteldat (2002)
5417,Lan Yu (2001)
5418,Songs From the Second Floor (Sånger från andra våningen) (2000)
5419,Read My Lips (Sur mes lèvres) (2001)
5420,Nightcap (Merci pour le chocolat) (2000)
5421,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981)
5422,Change of Habit (1969)
5423,"Matter of Taste, A (Affaire de Goût, Une) (2000)"
5424,"Principal, The (1987)"
5425,Rollerball (1975)
5426,"Adventures of Pluto Nash, The (2002)"
5427,Blue Crush (2002)
5428,Mostly Martha (Bella Martha) (2001)
5429,"Isle, The (Seom) (2000)"
5430,Possession (2002)
5431,One Hour Photo (2002)
5432,Serving Sara (2002)
5433,Simone (S1m0ne) (2002)
5434,Undisputed (2002)
5435,Amy's O (a.k.a. Amy's Orgasm) (2001)
5436,Children On Their Birthdays (2002)
5437,Hush! (2001)
5438,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001)
5439,Hybrid (2000)
5440,Satin Rouge (2002)
5441,"Care Bears Movie, The (1985)"
5442,Care Bears Movie II: A New Generation (1986)
5443,Clash of the Titans (1981)
5444,Hot Shots! (1991)
5445,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)"
5446,"Swarm, The (1978)"
5447,Time After Time (1979)
5448,"Unearthly, The (1957)"
5449,976-EVIL (1989)
5450,Camilla (1994)
5451,Down and Out in Beverly Hills (1986)
5452,Flaming Star (1960)
5453,Love Me Tender (1956)
5454,"Return of the Vampire, The (1944)"
5455,"Revenge of Frankenstein, The (1958)"
5456,Stakeout (1987)
5457,Wild in the Country (1961)
5458,Wolfen (1981)
5459,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)
5460,Slap Her... She's French (a.k.a. She Gets What She Wants) (2002)
5461,Love and a Bullet (2002)
5462,Mad Love (Juana la Loca) (2001)
5463,À nous la liberté (Freedom for Us) (1931)
5464,True Colors (1991)
5465,Snipes (2001)
5466,City by the Sea (2002)
5467,Swimfan (2002)
5468,"Dogwalker, The (2002)"
5469,Heartbreak Hospital (2002)
5470,"Incubus, The (1981)"
5471,Johnny Dangerously (1984)
5472,"Last House on the Left, The (1972)"
5473,Thesis (Tesis) (1996)
5474,"Pinochet Case, The (Cas Pinochet, Le) (2001)"
5475,Barbershop (2002)
5476,Stealing Harvard (2002)
5477,"Transporter, The (2002)"
5478,Alias Betty (Betty Fisher et autres histoires) (2001)
5479,"Children of the Century, The (Enfants du siècle, Les) (1999)"
5480,Igby Goes Down (2002)
5481,Quitting (Zuotian) (2001)
5482,Aspen Extreme (1993)
5483,Betsy's Wedding (1990)
5484,Captain Ron (1992)
5485,"Devil Bat, The (1940)"
5486,Ernest Goes to Jail (1990)
5487,Ernest Scared Stupid (1991)
5488,"Gypsy Moths, The (1969)"
5489,"Hills Have Eyes Part II, The (1985)"
5490,"Hills Have Eyes, The (1977)"
5491,Indian Summer (1993)
5492,"Mack, The (1973)"
5493,Monkey Trouble (1994)
5494,Monster in the Closet (1986)
5495,No Way to Treat a Lady (1968)
5496,Shock Waves (1977)
5497,Spaced Invaders (1990)
5498,Suburban Commando (1991)
5499,Surf Ninjas (1993)
5500,Tabu: A Story of the South Seas (1931)
5501,"Wanderers, The (1979)"
5502,"Yearling, The (1946)"
5503,"Ladykillers, The (1955)"
5504,"Lavender Hill Mob, The (1951)"
5505,"Man in the White Suit, The (1951)"
5506,Ratcatcher (1999)
5507,Society (1989)
5508,"Son of the Bride (Hijo de la novia, El) (2001)"
5509,"Das Experiment (Experiment, The) (2001)"
5510,Ballistic: Ecks vs. Sever (2002)
5511,"Banger Sisters, The (2002)"
5512,"Four Feathers, The (2002)"
5513,Trapped (2002)
5514,8 Women (2002)
5515,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)"
5516,Invincible (2001)
5517,"Mesmerist, The (2002)"
5518,Secretary (2002)
5519,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
5520,"Trials of Henry Kissinger, The (2002)"
5521,Sweet Home Alabama (2002)
5522,"Tuxedo, The (2002)"
5523,Charly (2002)
5524,Crazy as Hell (2002)
5525,Just a Kiss (2002)
5526,Moonlight Mile (2002)
5527,Shanghai Ghetto (2002)
5528,Skins (2002)
5529,Wasabi (2001)
5530,Jonah: A VeggieTales Movie (2002)
5531,Red Dragon (2002)
5532,Between Strangers (2002)
5533,Bloody Sunday (2002)
5534,Heaven (2002)
5535,Pipe Dream (2002)
5536,"Man from Elysian Fields, The (2001)"
5537,Welcome to Collinwood (2002)
5538,Flirting (1991)
5539,Godzilla vs. Mothra (Mosura tai Gojira) (1964)
5540,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)
5541,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)"
5542,"Moderns, The (1988)"
5543,"Onion Field, The (1979)"
5544,Powaqqatsi (1988)
5545,"Pride of the Yankees, The (1942)"
5546,Texasville (1990)
5547,Valmont (1989)
5548,Ernest Goes to Africa (1997)
5549,Ernest in the Army (1998)
5550,Horror of Dracula (Dracula) (1958)
5551,Strange Brew (1983)
5552,"Incredible Mr. Limpet, The (1964)"
5553,Claire of the Moon (1992)
5554,Django (1966)
5555,Django 2: Django Strikes Again (1987)
5556,"Fan, The (1981)"
5557,Festival in Cannes (2001)
5558,Flashback (1990)
5559,Hanky Panky (1982)
5560,"Rocking Horse Winner, The (1950)"
5561,Seance on a Wet Afternoon (1964)
5562,Shamus (1973)
5563,"Wrong Guy, The (1997)"
5564,Below (2002)
5565,Brown Sugar (2002)
5566,Knockaround Guys (2002)
5567,"Rules of Attraction, The (2002)"
5568,Tuck Everlasting (2002)
5569,White Oleander (2002)
5570,Bowling for Columbine (2002)
5571,Comedian (2002)
5572,"On Guard (Bossu, Le) (1997)"
5573,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
5574,Punch-Drunk Love (2002)
5575,Safe Conduct (Laissez-Passer) (2002)
5576,Swept Away (2002)
5577,"Young Unknowns, The (2000)"
5578,Abandon (2002)
5579,Formula 51 (2001)
5580,"Ring, The (2002)"
5581,Auto Focus (2002)
5582,Fidel (2001)
5583,"Grey Zone, The (2001)"
5584,Hansel & Gretel (2002)
5585,Naqoyqatsi (2002)
5586,Real Women Have Curves (2002)
5587,Russian Ark (Russkiy Kovcheg) (2002)
5588,Take Care of My Cat (Goyangileul butaghae) (2001)
5589,Tully (2000)
5590,Billy Bathgate (1991)
5591,Grave of the Fireflies (Hotaru no haka) (1988)
5592,Jason Goes to Hell: The Final Friday (1993)
5593,"Mechanic, The (1972)"
5594,Saturday Night Fever (1977)
5595,Staying Alive (1983)
5596,To the Devil a Daughter (1976)
5597,Urban Cowboy (1980)
5598,Terror Train (1980)
5599,Times Square (1980)
5600,Tom Horn (1980)
5601,The Pumaman (1980)
5602,Up the Academy (1980)
5603,"When Time Ran Out... (Day the World Ended, The) (1980)"
5604,Wholly Moses (1980)
5605,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980)
5606,Xanadu (1980)
5607,"...All the Marbles (California Dolls, The) (1981)"
5608,Absence of Malice (1981)
5609,All Night Long (1981)
5610,"Amateur, The (1981)"
5611,Banana Joe (1981)
5612,Marianne & Juliane (Die Bleierne Zeit) (1981)
5613,Blow Out (1981)
5614,The Boogens (1981)
5615,Buddy Buddy (1981)
5616,"Burning, The (1981)"
5617,Butterfly (1982)
5618,Make Them Die Slowly (Cannibal Ferox) (1981)
5619,Carbon Copy (1981)
5620,Charlie Chan and the Curse of the Dragon Queen (1981)
5621,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)"
5622,"Chosen, The (1981)"
5623,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)"
5624,Continental Divide (1981)
5625,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)"
5626,Man of Iron (Czlowiek z Zelaza) (1981)
5627,Dead & Buried (1981)
5628,Deadly Blessing (1981)
5629,Death Hunt (1981)
5630,Endless Love (1981)
5631,Enter the Ninja (a.k.a. Ninja I) (1981)
5632,"Entity, The (1981)"
5633,Eye of the Needle (1981)
5634,"Eyewitness (Janitor, The) (1981)"
5635,Faces of Death 2 (1981)
5636,Faces of Death (1978)
5637,Faces of Death 3 (1985)
5638,Faces of Death 4 (1990)
5639,Faces of Death 5 (1996)
5640,Faces of Death 6 (1996)
5641,Faces of Death: Fact or Fiction? (1999)
5642,"Woman Next Door, The (Femme d'à côté, La) (1981)"
5643,First Monday in October (1981)
5644,"Fort Apache, the Bronx (1981)"
5645,Four Friends (a.k.a. Georgia's Friends) (1981)
5646,"Four Seasons, The (1981)"
5647,Galaxy of Terror (Quest) (1981)
5648,Gallipoli (1981)
5649,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)"
5650,Ghost Story (1981)
5651,Going Ape! (1981)
5652,Goodbye Pork Pie (1981)
5653,Gregory's Girl (1981)
5654,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981)
5655,"Hand, The (1981)"
5656,Happy Birthday to Me (1981)
5657,Heartbeeps (1981)
5658,History of Kim Skov (Historien om Kim Skov) (1981)
5659,Horror Planet (a.k.a. Inseminoid) (1981)
5660,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)"
5661,Lady Chatterley's Lover (1981)
5662,"Legend of the Lone Ranger, The (1981)"
5663,Lili Marleen (1981)
5664,Lola (1981)
5665,Looker (1981)
5666,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)"
5667,Madman (1981)
5668,Teddy Bear (Mis) (1981)
5669,Modern Problems (1981)
5670,Modern Romance (1981)
5671,Ms. 45 (a.k.a. Angel of Vengeance) (1981)
5672,My Bloody Valentine (1981)
5673,My Dinner with André (1981)
5674,Neighbors (1981)
5675,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981)
5676,"Night the Lights Went Out in Georgia, The (1981)"
5677,Only When I Laugh (1981)
5678,Pennies from Heaven (1981)
5679,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982)
5680,Piranha II: The Spawning (1981)
5681,Polyester (1981)
5682,Private Lessons (1981)
5683,"Professional, The (Le professionnel) (1981)"
5684,Derrida (2002)
5685,Ghost Ship (2002)
5686,Jackass: The Movie (2002)
5687,Paid in Full (2002)
5688,"Truth About Charlie, The (2002)"
5689,All or Nothing (2002)
5690,All the Queen's Men (2001)
5691,Food of Love (Manjar de Amor) (2002)
5692,Frida (2002)
5693,Roger Dodger (2002)
5694,Time Changer (2002)
5695,Good Work (Beau travail) (1999)
5696,"Big Knife, The (1955)"
5697,Casino Royale (1967)
5698,"Company of Wolves, The (1984)"
5699,Escanaba in da Moonlight (2001)
5700,Exodus (1960)
5701,How to Murder Your Wife (1965)
5702,"Russians Are Coming, the Russians Are Coming, The (1966)"
5703,"World of Henry Orient, The (1964)"
5704,I Spy (2002)
5705,"Santa Clause 2, The (2002)"
5706,Besotted (2001)
5707,Blackboards (Takhté Siah) (2000)
5708,Love In the Time of Money (2002)
5709,"Weight of Water, The (2000)"
5710,Femme Fatale (2002)
5711,8 Mile (2002)
5712,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001)
5713,Far from Heaven (2002)
5714,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)"
