,Title,item_ids
17816791,"American Rhapsody, An (2001)",4737
17817652,Happy Accidents (2000),4738
17817686,Lisa Picard is Famous (a.k.a. Famous) (2000),4739
17818459,Maybe Baby (2000),4740
17819106,Together (Tillsammans) (2000),4741
17819265,Punks (2000),4742
17819484,Tortilla Soup (2001),4743
17819501,Jeepers Creepers (2001),4744
17819815,O (2001),4745
17819905,Waking Up in Reno (2002),4746
17820053,Speedway Junky (1999),4747
17820280,3 Ninjas (1992),4748
17820719,3 Ninjas Kick Back (1994),4749
17821087,3 Ninjas Knuckle Up (1995),4750
17822676,"Hunter, The (1980)",4751
17822841,Maniac (1980),4752
17822992,Vamp (1986),4753
17823017,"Wicker Man, The (1973)",4754
17823307,Wish Upon a Star (1996),4755
17823543,"Musketeer, The (2001)",4756
17824036,Rock Star (2001),4757
17824126,Soul Survivors (a.k.a. The Killer Cut) (2001),4758
17824619,Two Can Play That Game (2001),4759
17825265,Bounce: Behind the Velvet Rope (2000),4760
17825299,Diamond Men (2001),4761
17825344,Djomeh (2000),4762
17825990,"Iron Ladies, The (Satree lek) (2000)",4763
17826057,Kill Me Later (2001),4764
17826107,L.I.E. (2001),4765
17826287,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",4766
17826665,Abbott and Costello Meet the Mummy (1955),4767
17826934,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)",4768
17827395,Into the Arms of Strangers: Stories of the Kindertransport (2000),4769
17827525,"Glass House, The (2001)",4770
17827597,Hardball (2001),4771
17827643,Dinner Rush (2000),4772
17827735,Haiku Tunnel (2001),4773
17827900,Big Trouble (2002),4774
17828038,Glitter (2001),4775
17828252,Training Day (2001),4776
17828287,"American Astronaut, The (2001)",4777
17829075,Children Underground (2001),4778
17829451,Go Tigers! (2001),4779
17829602,Liam (2000),4780
17830111,Megiddo: The Omega Code 2 (2001),4781
17830131,Sidewalks of New York (2001),4782
17830171,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",4783
17830665,"French Lieutenant's Woman, The (1981)",4784
17831374,"Great Silence, The (Grande silenzio, Il) (1969)",4785
17831427,"Legend of Hell House, The (1973)",4786
17831493,Little Man Tate (1991),4787
17832496,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),4788
17832640,Phantom of the Paradise (1974),4789
17832692,"Return of a Man Called Horse, The (1976)",4790
17832882,Valdez Is Coming (1971),4791
17832907,13 Ghosts (1960),4792
17832974,Montenegro (1981),4793
17833143,Opera (1987),4794
17833509,Father Goose (1964),4795
17834442,"Grass Is Greener, The (1960)",4796
17834468,"Hole in the Head, A (1959)",4797
17834576,Indiscreet (1958),4798
17834657,"It's a Mad, Mad, Mad, Mad World (1963)",4799
17834677,King Solomon's Mines (1937),4800
17834752,"Little Foxes, The (1941)",4801
17834821,Operation Petticoat (1959),4802
17834976,Play Misty for Me (1971),4803
17835142,Pocketful of Miracles (1961),4804
17835436,Sayonara (1957),4805
17835483,"Shop on Main Street, The (Obchod na korze) (1965)",4806
17835789,Spring Break (1983),4807
17836076,"Vanishing, The (1993)",4808
17836231,Silkwood (1983),4809
17836617,I Never Promised You a Rose Garden (1977),4810
17836745,Quadrophenia (1979),4811
17836970,SpaceCamp (1986),4812
17837582,When Worlds Collide (1951),4813
17837757,Don't Say a Word (2001),4814
17837827,Hearts in Atlantis (2001),4815
17837871,Zoolander (2001),4816
17839075,Born Romantic (2000),4817
17839390,Extreme Days (2001),4818
17839552,Go Figure (Va savoir) (2001),4819
17839610,Won't Anybody Listen? (2000),4820
17839866,Joy Ride (2001),4821
17840186,Max Keeble's Big Move (2001),4822
17840454,Serendipity (2001),4823
17841120,Grateful Dawg (2000),4824
17841270,"Swamp, The (Ciénaga, La) (2001)",4825
17842980,"Big Red One, The (1980)",4826
17843914,"Boogeyman, The (1980)",4827
17845662,"Party, The (Boum, La) (1980)",4828
17848247,Lady in a Cage (1964),4829
17851784,Brubaker (1980),4830
17852845,Can't Stop the Music (1980),4831
17854537,Carny (1980),4832
17855775,"Changeling, The (1980)",4833
17856354,Cheech & Chong's Next Movie (1980),4834
17857945,Coal Miner's Daughter (1980),4835
17859406,"Competition, The (1980)",4836
17862893,Cruising (1980),4837
17863028,D.O.A. (1980),4838
17863984,Death Ship (1980),4839
17865279,"Last Metro, The (Dernier métro, Le) (1980)",4840
17865859,Divine Madness! (1980),4841
17866198,"Dogs of War, The (1980)",4842
17866831,"Learning Curve, The (1999)",4843
17867665,Bandits (2001),4844
17868104,Corky Romano (2001),4845
17869277,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),4846
17870190,Fat Girl (À ma soeur!) (2001),4847
17871103,Mulholland Drive (2001),4848
17872860,My First Mister (2001),4849
17875079,Spriggan (Supurigan) (1998),4850
17876480,Things Behind the Sun (2001),4851
17877822,Bones (2001),4852
17879047,Brannigan (1975),4853
17879110,Clambake (1967),4854
17880486,Dirty Harry (1971),4855
17880566,Destiny in Space (1994),4856
17881030,Fiddler on the Roof (1971),4857
17881807,Hail Columbia! (1982),4858
17882195,Kansas (1988),4859
17882848,Making the Grade (1984),4860
17884576,Mission to Mir (1997),4861
17884829,Not Without My Daughter (1991),4862
17885068,Female Trouble (1975),4863
17885306,Titanica (1992),4864
17886157,From Hell (2001),4865
17886610,"Last Castle, The (2001)",4866
17888266,Riding in Cars with Boys (2001),4867
17888806,Bangkok Dangerous (2000),4868
17889425,Burnt Money (Plata Quemada) (2000),4869
17889555,Dancing at the Blue Iguana (2000),4870
17889650,Focus (2001),4871
17889982,Intimacy (2000),4872
17891013,Waking Life (2001),4873
17891335,K-PAX (2001),4874
17891897,On the Line (2001),4875
17892237,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),4876
17892429,Better Than Sex (2000),4877
17892685,Donnie Darko (2001),4878
17893381,High Heels and Low Lifes (2001),4879
17894317,Life as a House (2001),4880
17894647,"Man Who Wasn't There, The (2001)",4881
17894745,Ouch (Aïe) (2000),4882
17895042,"Town is Quiet, The (Ville est tranquille, La) (2000)",4883
17895283,Trembling Before G-d (2001),4884
17895517,Domestic Disturbance (2001),4885
17895745,"Monsters, Inc. (2001)",4886
17895948,"One, The (2001)",4887
17896243,Tape (2001),4888
17896725,Heist (2001),4889
17897562,Shallow Hal (2001),4890
17898247,King of the Jungle (2000),4891
17899546,Maze (2000),4892
17900288,When a Stranger Calls (1979),4893
17901436,Timerider: The Adventure of Lyle Swann (1982),4894
17901798,"Wash, The (2001)",4895
17901859,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4896
17901927,"Fluffer, The (2001)",4897
17902049,Novocaine (2001),4898
17902265,Black Knight (2001),4899
17903897,Out Cold (2001),4900
17904865,Spy Game (2001),4901
17905111,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4902
17906518,In the Bedroom (2001),4903
17907145,"Way We Laughed, The (Così Ridevano) (1998)",4904
17907234,Hell Up in Harlem (1973),4905
17907559,Bucktown (1975),4906
17908656,Across 110th Street (1972),4907
17908834,"Little Soldier, The (Petit soldat, Le) (1963)",4908
17908886,"Incredible Shrinking Woman, The (1981)",4909
17911027,Katie Tippel (Keetje Tippel) (1975),4910
17911170,Jabberwocky (1977),4911
17911709,Funny Girl (1968),4912
17911909,Circus of Horrors (1960),4913
17911977,Breathless (À bout de souffle) (1960),4914
17912558,"Beastmaster, The (1982)",4915
17913199,Midway (1976),4916
17913833,MacArthur (1977),4917
17914308,"Young Lions, The (1958)",4918
17915552,Subway (1985),4919
17916226,"Now, Voyager (1942)",4920
17917551,Little Women (1933),4921
17918624,Halls of Montezuma (1950),4922
17919078,Guadalcanal Diary (1943),4923
17919450,Anzio (1968),4924
17919699,"Cheap Detective, The (1978)",4925
17920034,Everybody's Famous! (Iedereen beroemd!) (2000),4926
17920384,"Last Wave, The (1977)",4927
17921529,That Obscure Object of Desire (Cet obscur objet du désir) (1977),4928
17921639,"Toy, The (1982)",4929
17924691,Funeral in Berlin (1966),4930
17926363,Don't Go in the House (1980),4931
17927245,Dressed to Kill (1980),4932
17928071,"Earthling, The (1980)",4933
17928411,"Exterminator, The (1980)",4934
17929033,"Falls, The (1980)",4935
17929136,Fame (1980),4936
17930537,Fatso (1980),4937
17930574,"Aviator's Wife, The (La femme de l'aviateur) (1981)",4938
17930625,"Final Countdown, The (1980)",4939
17932378,"First Deadly Sin, The (1980)",4940
17933180,Flash Gordon (1980),4941
17935980,"Angry Red Planet, The (1959)",4942
17936088,At the Earth's Core (1976),4943
17936847,Empire of the Ants (1977),4944
17937032,"Enforcer, The (1976)",4945
17937331,"Eye for an Eye, An (1981)",4946
17937715,"Gauntlet, The (1977)",4947
17938147,I Bury the Living (1958),4948
17939184,Invasion U.S.A. (1985),4949
17939271,Lone Wolf McQuade (1983),4950
17939496,Lord of the Flies (1990),4951
17939625,Morons From Outer Space (1985),4952
17940680,"People That Time Forgot, The (1977)",4953
17940926,Ocean's Eleven (a.k.a. Ocean's 11) (1960),4954
17941372,"Sicilian, The (1987)",4955
17941557,"Stunt Man, The (1980)",4956
17943185,Sudden Impact (1983),4957
17943362,Behind Enemy Lines (2001),4958
17946184,"Affair of the Necklace, The (2001)",4959
17946274,"Independent, The (2000)",4960
17946393,Pornstar: The Legend of Ron Jeremy (2001),4961
17947653,Texas Rangers (2001),4962
17948077,Ocean's Eleven (2001),4963
17948635,Baran (2001),4964
17949330,"Business of Strangers, The (2001)",4965
17951265,"Incredible Shrinking Man, The (1957)",4966
17954101,No Man's Land (2001),4967
17954393,Piñero (2001),4968
17954436,And Then There Were None (1945),4969
17955377,"Blue Angel, The (Blaue Engel, Der) (1930)",4970
17956273,Moscow on the Hudson (1984),4971
17956731,"Owl and the Pussycat, The (1970)",4972
17959066,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4973
17960491,Not Another Teen Movie (2001),4974
17961275,Vanilla Sky (2001),4975
17965355,Iris (2001),4976
17965854,Kandahar (Safar e Ghandehar) (2001),4977
17967134,Lantana (2001),4978
17967355,"Royal Tenenbaums, The (2001)",4979
17968484,Bill & Ted's Bogus Journey (1991),4980
17969127,Clockwise (1986),4981
17970031,"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",4982
17970754,"Holcroft Covenant, The (1985)",4983
17971341,Morgan! (1966),4984
17972267,Sheena (1984),4985
17973486,Silent Rage (1982),4986
17973875,Spacehunter: Adventures in the Forbidden Zone (1983),4987
17974010,White Water Summer (1987),4988
17974051,How High (2001),4989
17974261,Jimmy Neutron: Boy Genius (2001),4990
17974507,Joe Somebody (2001),4991
17975545,Kate & Leopold (2001),4992
17978293,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4993
17978438,"Majestic, The (2001)",4994
17978591,"Beautiful Mind, A (2001)",4995
17978644,Little Otik (Otesánek) (2000),4996
17979019,"Convent, The (2000)",4997
17980101,"Defiant Ones, The (1958)",4998
17980713,Dodsworth (1936),4999
17981671,Medium Cool (1969),5000
17982443,Sahara (1943),5001
17982666,Fritz the Cat (1972),5002
17983945,"Nine Lives of Fritz the Cat, The (1974)",5003
17984309,"Party, The (1968)",5004
17985662,Separate Tables (1958),5005
17986606,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992),5006
17986927,Topkapi (1964),5007
17987575,Witness for the Prosecution (1957),5008
17987742,Ali (2001),5009
17987977,Black Hawk Down (2001),5010
17988115,Charlotte Gray (2001),5011
17989053,Yentl (1983),5012
17989396,Gosford Park (2001),5013
17993128,I Am Sam (2001),5014
17993567,Monster's Ball (2001),5015
17994008,"Shipping News, The (2001)",5016
17997095,"Big Heat, The (1953)",5017
17997696,Motorama (1991),5018
17998403,Queen Bee (1955),5019
17998903,Silent Trigger (1996),5020
18000644,Murder by Death (1976),5021
18000923,"Servant, The (1963)",5022
18002625,"Waterdance, The (1992)",5023
18004371,Come Undone (Presque Rien) (2000),5024
18004956,Orange County (2002),5025
18005241,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",5026
18006341,Another 48 Hrs. (1990),5027
18007130,What Time Is It There? (Ni neibian jidian) (2001),5028
18007842,China Moon (1994),5029
18008096,"Good Wife, The (1987)",5030
18008442,Maria's Lovers (1984),5031
18008614,Romantic Comedy (1983),5032
18009471,"Russia House, The (1990)",5033
18010029,"Truly, Madly, Deeply (1991)",5034
18010378,Wuthering Heights (1970),5035
18011447,California Suite (1978),5036
18012458,"Long Gray Line, The (1955)",5037
18012590,"Flight of Dragons, The (1982)",5038
18014223,Dragonslayer (1981),5039
18015323,Conan the Destroyer (1984),5040
18015500,Fire and Ice (1983),5041
18015739,Forbidden Zone (1980),5042
18016088,"Formula, The (1980)",5043
18017029,Foxes (1980),5044
18017446,Galaxina (1980),5045
18017738,Impostor (2002),5046
18019384,Kung Pow: Enter the Fist (2002),5047
18019613,Snow Dogs (2002),5048
18019733,48 Hrs. (1982),5049
18020979,"Farewell, The (Abschied - Brechts letzter Sommer) (2000)",5050
18021952,Italian for Beginners (Italiensk for begyndere) (2000),5051
18022948,Time of Favor (Ha-Hesder) (2000),5052
18023578,Blankman (1994),5053
18024507,Brainstorm (1983),5054
18025549,Dragon: The Bruce Lee Story (1993),5055
18026062,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",5056
18026699,4 for Texas (1963),5057
18027085,Heart of Glass (Herz aus Glas) (1976),5058
18027270,Little Dieter Needs to Fly (1997),5059
18027852,M*A*S*H (a.k.a. MASH) (1970),5060
18028158,Mrs. Soffel (1984),5061
18028767,Seconds (1966),5062
18029013,One-Eyed Jacks (1961),5063
18029146,The Count of Monte Cristo (2002),5064
18029902,"Mothman Prophecies, The (2002)",5065
18030262,"Walk to Remember, A (2002)",5066
18031169,American Adobo (2000),5067
18033264,Beijing Bicycle (Shiqi sui de dan che) (2001),5068
18033738,Escaflowne: The Movie (Escaflowne) (2000),5069
18034159,"Hey, Happy! (2001)",5070
18034403,Maelström (2000),5071
18034831,Metropolis (2001),5072
18034974,"Son's Room, The (Stanza del figlio, La) (2001)",5073
18035530,Storytelling (2001),5074
18035678,Waydowntown (2000),5075
18035807,"Adventures of Huck Finn, The (1993)",5076
18036400,Cousins (1989),5077
18037309,Falling in Love (1984),5078
18037463,Young at Heart (1954),5079
18037915,Slackers (2002),5080
18039189,Birthday Girl (2001),5081
18039543,"Rumor of Angels, A (2000)",5082
18039970,Rare Birds (2001),5083
18040213,Caged Heat (1974),5084
18041339,Carmen Jones (1954),5085
18041606,"Five Heartbeats, The (1991)",5086
18041918,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978),5087
18042340,"Going Places (Valseuses, Les) (1974)",5088
18042712,Honky Tonk Freeway (1981),5089
18043605,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)",5090
18044355,The Man from Acapulco (1973),5091
18045143,Big Fat Liar (2002),5092
18046321,Collateral Damage (2002),5093
18050151,Rollerball (2002),5094
18050740,"Scotland, Pa. (2001)",5095
18051246,Baby's Day Out (1994),5096
18053684,Bright Eyes (1934),5097
18053904,Dimples (1936),5098
18054437,Heidi (1937),5099
18055607,"Man Who Loved Women, The (1983)",5100
18055838,Richard Pryor Here and Now (1983),5101
18055895,Rookie of the Year (1993),5102
18056764,"Sandlot, The (1993)",5103
18057358,Cows (Vacas) (1991),5104
18058783,Don't Look Now (1973),5105
18059643,Crossroads (2002),5106
18059867,Hart's War (2002),5107
18060839,John Q (2002),5108
18061726,Return to Never Land (2002),5109
18062194,Super Troopers (2001),5110
18062386,"Good Son, The (1993)",5111
18062526,Last Orders (2001),5112
18063624,After the Fox (Caccia alla volpe) (1966),5113
18064039,"Bad and the Beautiful, The (1952)",5114
18064205,Cast a Giant Shadow (1966),5115
18064603,Designing Woman (1957),5116
18065122,Funny Lady (1975),5117
18065344,"Heartbreak Kid, The (1972)",5118
18065739,Saturday Night and Sunday Morning (1960),5119
18066611,Sleuth (1972),5120
18066820,Stroszek (1977),5121
18067742,Summer of '42 (1971),5122
18068358,"Touch of Class, A (1973)",5123
18068549,Town Without Pity (1961),5124
18069566,Used Cars (1980),5125
18070167,"Deadly Mantis, The (1957)",5126
18071370,Dragonfly (2002),5127
18071641,Queen of the Damned (2002),5128
18072317,Big Bad Love (2001),5129
18073059,Green Dragon (2001),5130
18073213,How to Kill Your Neighbor's Dog (2000),5131
18073652,"Last Man, The (2000)",5132
18074584,Maryam (2000),5133
18075070,Mean Machine (2001),5134
18075710,Monsoon Wedding (2001),5135
18076138,Wendigo (2001),5136
18076305,Scratch (2001),5137
18076336,State Property (2002),5138
18076580,"Bad News Bears, The (1976)",5139
18077572,"Bad News Bears Go to Japan, The (1978)",5140
18077781,"Bad News Bears in Breaking Training, The (1977)",5141
18078031,"Firemen's Ball, The (Horí, má panenko) (1967)",5142
18078433,"Lone Ranger, The (1956)",5143
18078572,"Lone Ranger and the Lost City of Gold, The (1958)",5144
18078783,Loves of a Blonde (Lásky jedné plavovlásky) (1965),5145
18079118,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),5146
18080036,Wild Strawberries (Smultronstället) (1957),5147
18080244,Black Like Me (1964),5148
18080893,Cattle Queen of Montana (1954),5149
18081561,Under the Skin (1997),5150
18081712,40 Days and 40 Nights (2002),5151
18081871,We Were Soldiers (2002),5152
18082020,Trouble Every Day (2001),5153
18082171,"Arena, The (a.k.a. Naked Warriors) (1974)",5154
18082226,"Big Bird Cage, The (1972)",5155
18082460,"Big Doll House, The (1971)",5156
18082606,"Church, The (Chiesa, La) (1989)",5157
18082877,Cross Creek (1983),5158
18083815,Ferngully: The Last Rainforest (1992),5159
18084532,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980),5160
18084783,Intersection (1994),5161
18085007,"Jo Jo Dancer, Your Life is Calling (1986)",5162
18085712,Stage Fright (Deliria) (1987),5163
18086800,"Troll in Central Park, A (1994)",5164
18090560,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),5165
18090970,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)",5166
18091621,My Favorite Brunette (1947),5167
18092073,Royal Wedding (1951),5168
18092546,Scarlet Street (1945),5169
18092651,All About the Benjamins (2002),5170
18092778,"Time Machine, The (2002)",5171
18094865,Full Frontal (2002),5172
18095134,Divorcing Jack (1998),5173
18095557,"Field, The (1990)",5174
18095920,Hidden Agenda (1990),5175
18096304,Luminarias (2000),5176
18097246,"Magnificent Ambersons, The (1942)",5177
18097605,Fun (1994),5178
18098530,Gloria (1980),5179
18098937,"Great Rock 'n' Roll Swindle, The (1980)",5180
18099411,Hangar 18 (1980),5181
18100951,Hawk the Slayer (1980),5182
18103071,He Knows You're Alone (a.k.a. Blood Wedding) (1980),5183
18103580,Heaven's Gate (1980),5184
18103618,Hero at Large (1980),5185
18103633,Honeysuckle Rose (a.k.a. On the Road Again) (1980),5186
18103693,Hopscotch (1980),5187
18104069,How to Beat the High Cost of Living (1980),5188
18104663,Humanoids from the Deep (1980),5189
18105559,Inside Moves (1980),5190
18105895,"Island, The (1980)",5192
18106044,"Jazz Singer, The (1980)",5193
18106105,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980),5194
18106949,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)",5195
18107524,Lion of the Desert (1980),5196
18107980,Little Darlings (1980),5197
18109153,"Long Good Friday, The (1980)",5198
18109264,"Long Riders, The (1980)",5199
18109504,"Man Who Saw Tomorrow, The (1980)",5200
18109856,Eaten Alive (Mangiati Vivi) (1980),5201
18110706,Mon oncle d'Amérique (1980),5202
18110803,"Monster Club, The (1980)",5203
18111142,Death Watch (La Mort en Direct) (1980),5204
18111239,Motel Hell (1980),5205
18111257,Mother's Day (1980),5206
18111571,"Mountain Men, The (1980)",5207
18112783,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",5208
18113070,Ffolkes (1979),5209
18113678,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",5210
18113754,"Nude Bomb, The (1980)",5211
18113757,"Octagon, The (1980)",5212
18113862,"Oh, God! Book II (1980)",5213
18113907,"Oh, God! (1977)",5214
18114064,"Oh, Heavenly Dog! (1980)",5215
18114317,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)",5216
18114781,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),5217
18115302,Ice Age (2002),5218
18115415,Resident Evil (2002),5219
18115610,Showtime (2002),5220
18115887,Harrison's Flowers (2000),5221
18117064,Kissing Jessica Stein (2001),5222
18117122,Pauline & Paulette (Pauline en Paulette) (2001),5223
18117671,Promises (2001),5224
18117769,And Your Mother Too (Y tu mamá también) (2001),5225
18117854,All the Right Moves (1983),5226
18118880,Barabbas (1961),5227
18118908,"Ghost Breakers, The (1940)",5228
18119053,I Think I Do (1997),5229
18119067,"Paleface, The (1948)",5230
18119437,Road to Morocco (1942),5231
18119638,Road to Singapore (1940),5232
18120757,Road to Utopia (1946),5233
18121812,Road to Zanzibar (1941),5234
18122005,Split Second (1992),5235
18122423,"Tale of Springtime, A (Conte de Printemps) (1990)",5236
18122609,Taps (1981),5237
18122834,Return of the Secaucus 7 (1980),5238
18122837,Rude Boy (1980),5239
18122841,Running Scared (1980),5240
18123081,Seems Like Old Times (1980),5241
18123413,Serial (1980),5242
18124402,"Young Master, The (Shi di chu ma) (1980)",5243
18124830,Shogun Assassin (1980),5244
18125747,Simon (1980),5245
18127153,Smokey and the Bandit II (1980),5246
18127998,Smokey and the Bandit (1977),5247
18128874,Smokey and the Bandit III (1983),5248
18129085,Spetters (1980),5249
18129328,Stir Crazy (1980),5250
18129865,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",5251
18130774,Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43) (1980),5252
18130927,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),5253
18131070,Blade II (2002),5254
18131715,Sorority Boys (2002),5255
18132505,Stolen Summer (2002),5256
18132577,In the Winter Dark (1998),5257
18132704,George Washington (2000),5258
18133094,Homicidal (1961),5259
18134431,"Life is to Whistle (Vida es silbar, La) (1998)",5260
18135214,"Light at the Edge of the World, The (1971)",5261
18137807,Mr. Sardonicus (1961),5262
18138383,Strait-Jacket (1964),5263
18138682,Clockstoppers (2002),5264
18139611,Death to Smoochy (2002),5265
18141492,Panic Room (2002),5266
18142428,"Rookie, The (2002)",5267
18142708,No Such Thing (2001),5268
18143627,"Piano Teacher, The (La pianiste) (2001)",5269
18143883,Teddy Bears' Picnic (2001),5270
18144465,30 Years to Life (2001),5271
18144999,Time Out (L'emploi du temps) (2001),5272
18145627,Very Annie Mary (2001),5273
18145883,Bar Girls (1994),5274
18146435,Boxcar Bertha (1972),5275
18146719,Crimes of Passion (1984),5276
18147260,"Evil That Men Do, The (1984)",5277
18147343,Fraternity Vacation (1985),5278
18147349,Impromptu (1991),5279
18147428,Salmonberries (1991),5280
18147471,"Wrong Guys, The (1988)",5281
18147763,High Crimes (2002),5282
18148173,National Lampoon's Van Wilder (2002),5283
18149800,Crush (2001),5284
18150058,Lucky Break (2001),5285
18150809,"Destinées, Les (Destinées sentimentales, Les) (2000)",5286
18151276,"After Dark, My Sweet (1990)",5287
18151482,"Atomic Cafe, The (1982)",5288
18152983,Body and Soul (1947),5289
18153940,First Men in the Moon (1964),5290
18154841,Rashomon (Rashômon) (1950),5291
18155435,Slap Shot (1977),5292
18156141,Changing Lanes (2002),5293
18156505,Frailty (2001),5294
18156886,New Best Friend (2002),5295
18156929,"Sweetest Thing, The (2002)",5296
18157930,"Cat's Meow, The (2002)",5297
18158116,Human Nature (2001),5298
18158399,My Big Fat Greek Wedding (2002),5299
18158611,3:10 to Yuma (1957),5300
18159966,Bite the Bullet (1975),5301
18161297,Breakout (1975),5302
18161565,Joe Versus the Volcano (1990),5303
18164011,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",5304
18165015,Return of the Killer Tomatoes! (1988),5305
18165745,Return to Horror High (1987),5306
18166349,Taking Care of Business (1990),5307
18166767,Three Men and a Baby (1987),5308
18167108,Three Men and a Little Lady (1990),5309
18168089,Transylvania 6-5000 (1985),5310
18168438,"Watcher in the Woods, The (1980)",5311
18168931,Murder by Numbers (2002),5312
18169006,"Scorpion King, The (2002)",5313
18169290,Behind the Sun (Abril Despedaçado) (2001),5314
18169687,Chelsea Walls (2001),5315
18170381,Enigma (2001),5316
18171284,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",5317
18172150,Joshua (2002),5318
18172560,Nine Queens (Nueve reinas) (2000),5319
18173079,Spooky House (2000),5320
18173265,"Triumph of Love, The (2001)",5321
18173864,World Traveler (2001),5322
18173997,Jason X (2002),5323
18174720,Life or Something Like It (2002),5324
18174759,Dogtown and Z-Boyz (2001),5325
18175254,"Frank McKlusky, C.I. (2002)",5326
18175356,In Praise of Love (Éloge de l'amour) (2001),5327
18175726,Rain (2001),5328
18176708,"Salton Sea, The (2002)",5329
18176949,Some Body (2001),5330
18177131,Vulgar (2000),5331
18178739,"Aviator, The (1985)",5332
18179113,Bob le Flambeur (1955),5333
18179390,Cadillac Man (1990),5334
18179473,"Coca-Cola Kid, The (1985)",5335
18181505,Cuba (1979),5336
18182945,Delirious (1991),5337
18183585,Full Moon in Blue Water (1988),5338
18184338,Husbands and Wives (1992),5339
18185050,Joe (1970),5340
18185054,Lenny (1974),5341
18185521,Nomads (1986),5342
18187463,"Temp, The (1993)",5343
18187897,Thief of Hearts (1984),5344
18188744,Triumph of the Spirit (1989),5345
18190477,Wild Orchid (1990),5346
18190925,Deuces Wild (2002),5347
18191367,Hollywood Ending (2002),5348
18191718,Spider-Man (2002),5349
18192312,"Mystic Masseur, The (2001)",5350
18192578,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),5351
18192686,The Big Sleep (1978),5352
18193502,Butterflies Are Free (1972),5353
18194883,Cactus Flower (1969),5354
18196384,"Cassandra Crossing, The (1976)",5355
18197299,"Giant Spider Invasion, The (1975)",5356
18197868,Iron Will (1994),5357
18198132,Mountains of the Moon (1990),5358
18198377,Rambling Rose (1991),5359
18198648,"Survivors, The (1983)",5360
18199699,White Fang (1991),5361
18199788,White Fang 2: Myth of the White Wolf (1994),5362
18199827,"New Guy, The (2002)",5363
18200170,Unfaithful (2002),5364
18201714,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",5365
18202587,Whore (1991),5366
18205061,My Beautiful Laundrette (1985),5367
18205202,Ballad of a Soldier (Ballada o soldate) (1959),5368
18205333,Big Bad Mama (1974),5369
18205576,Big Bad Mama II (1987),5370
18206360,"Final Darkness, The (Buio Omega) (1979)",5371
18207039,Calamity Jane (1953),5372
18207412,"Cranes Are Flying, The (Letyat zhuravli) (1957)",5373
18207996,Devil Doll (1964),5374
18208307,"Harvey Girls, The (1946)",5375
18208654,"Lady in Red, The (1979)",5376
18208871,About a Boy (2002),5377
18209885,Star Wars: Episode II - Attack of the Clones (2002),5378
18210108,"Believer, The (2001)",5379
18210535,"Importance of Being Earnest, The (2002)",5380
18210652,"Charge of the Light Brigade, The (1968)",5381
18211009,Every Which Way But Loose (1978),5382
18211794,"Hound of the Baskervilles, The (1959)",5383
18211931,I Want to Live! (1958),5384
18212412,"Last Waltz, The (1978)",5385
18213045,"Pride and the Passion, The (1957)",5386
18213727,Enough (2002),5387
18214010,Insomnia (2002),5388
18214276,Spirit: Stallion of the Cimarron (2002),5389
18214540,CQ (2001),5390
